露影藏形	lù yǐng cáng xíng
胆战心慌	dǎn zhàn xīn huāng
买铁思金	mǎi tiě sī jīn
积露为波	jī lù wéi bō
积甲山齐	jī jiǎ shān qí
日暮途远	rì mù tú yuǎn
金戈铁甲	jīn gē tiě jiǎ
移花接木	yí huā jiē mù
谈古论今	tán gǔ lùn jīn
谈今论古	tán jīn lùn gǔ
鬼计百端	guǐ jì bǎi duān
射鱼指天	shè yú zhǐ tiān
指天射鱼	zhǐ tiān shè yú
身先士众	shēn xiān shì zhòng
进退可度	jìn tuì kě dù
形影相吊	xíng yǐng xiāng diào
闻风响应	wén fēng xiǎng yīng
闲言碎语	xián yán suì yǔ
知尽能索	zhī jìn néng suǒ
六亲不认	liù qīn bù rèn
朝衣东市	zhāo yī dōng shì
东市朝衣	dōng shì cháo yī
十手争指	shí shǒu zhēng zhǐ
巧发奇中	qiǎo fā qí zhòng
开花结实	kāi huā jié shí
床下牛斗	chuáng xià niú dòu
万头攒动	wàn tóu cuán dòng
胡说八道	hú shuō bā dào
舍短取长	shě duǎn qǔ cháng
枯体灰心	kū tǐ huī xīn
反劳为逸	fǎn láo wéi yì
剖决如流	pōu jué rú liú
超然物外	chāo rán wù wài
酒虎诗龙	jiǔ hǔ shī lóng
酒龙诗虎	jiǔ lóng shī hǔ
天寒地冻	tiān hán dì dòng
疾风骤雨	jí fēng zhòu yǔ
飞霜六月	fēi shuāng liù yuè
六月飞霜	liù yuè fēi shuāng
走漏天机	zǒu lòu tiān jī
铁树花开	tiě shù huā kāi
铁树开花	tiě shù kāi huā
坐失事机	zuò shī shì jī
屋乌之爱	wū wū zhī ài
争名夺利	zhēng míng duó lì
能谋善断	néng móu shàn duàn
切理厌心	qiē lǐ yàn xīn
断头将军	duàn tóu jiāng jūn
违世绝俗	wéi shì jué sú
手舞足蹈	shǒu wǔ zú dǎo
足蹈手舞	zú dǎo shǒu wǔ
画地为牢	huà dì wéi láo
束身自修	shù shēn zì xiū
打得火热	dǎ dé huǒ rè
风前残烛	fēng qián cán zhú
三亲六故	sān qīn liù gù
没日没夜	méi rì méi yè
改而更张	gǎi ér gèng zhāng
折节下士	zhé jié xià shì
胸中有数	xiōng zhōng yǒu shù
死去活来	sǐ qù huó lái
以文会友	yǐ wén huì yǒu
敬时爱日	jìng shí ài rì
貌合情离	mào hé qíng lí
思绪万千	sī xù wàn qiān
望风响应	wàng fēng xiǎng yīng
罪业深重	zuì yè shēn zhòng
叫苦连天	jiào kǔ lián tiān
杨花心性	yáng huā xīn xìng
果然如此	guǒ rán rú cǐ
大慈大悲	dà cí dà bēi
见世生苗	jiàn shì shēng miáo
残年余力	cán nián yú lì
春色撩人	chūn sè liáo rén
见始知终	jiàn shǐ zhī zhōng
年登花甲	nián dēng huā jiǎ
前功尽弃	qián gōng jìn qì
通前至后	tōng qián zhì hòu
识文断字	shí wén duàn zì
神工鬼力	shén gōng guǐ lì
向天而唾	xiàng tiān ér tuò
家骥人璧	jiā jì rén bì
精明能干	jīng míng néng gàn
问长问短	wèn cháng wèn duǎn
雨恨云愁	yǔ hèn yún chóu
蔽日干云	bì rì gān yún
干云蔽日	gān yún bì rì
扇风点火	shàn fēng diǎn huǒ
自出新裁	zì chū xīn cái
乘隙而入	chéng xì ér rù
弃短用长	qì duǎn yòng cháng
形影自吊	xíng yǐng zì diào
良弓无改	liáng gōng wú gǎi
受制于人	shòu zhì yù rén
重金兼紫	chóng jīn jiān zǐ
放荡不羁	fàng dàng bù jī
气冲斗牛	qì chōng dǒu niú
气冲牛斗	qì chōng niú dǒu
三头对案	sān tóu duì àn
伯乐一顾	bō lè yī gù
寄颜无所	jì yán wú suǒ
遗大投艰	yí dà tóu jiān
遗艰投大	yí jiān tóu dà
串通一气	chuàn tōng yī qì
遗臭万世	yí chòu wàn shì
得胜回朝	dé shèng huí cháo
冷言冷语	lěng yán lěng yǔ
目瞪心骇	mù dèng xīn hài
山中宰相	shān zhōng zǎi xiàng
承上起下	chéng shàng qǐ xià
引玉之砖	yǐn yù zhī zhuān
鱼目混珠	yú mù hùn zhū
扬长避短	yáng cháng bì duǎn
班马文章	bān mǎ wén zhāng
无能为役	wú néng wéi yì
热心快肠	rè xīn kuài cháng
烁玉流金	shuò yù liú jīn
翻复无常	fān fù wú cháng
移国动众	yí guó dòng zhòng
四通八达	sì tōng bā dá
改换家门	gǎi huàn jiā mén
三灾六难	sān zāi liù nán
誓死不渝	shì sǐ bù yú
称赏不已	chēng shǎng bù yǐ
五内如焚	wǔ nèi rú fén
回肠百转	huí cháng bǎi zhuǎn
深入骨髓	shēn rù gǔ suǐ
遮地漫天	zhē dì màn tiān
地崩山摧	dì bēng shān cuī
径情直行	jìng qíng zhí xíng
直情径行	zhí qíng jìng xíng
心胆俱裂	xīn dǎn jù liè
恬不知耻	tián bù zhī chǐ
兵不污刃	bīng bù wū rèn
七青八黄	qī qīng bā huáng
推心置腹	tuī xīn zhì fù
溢美之语	yì měi zhī yǔ
步步为营	bù bù wéi yíng
重厚少文	zhòng hòu shǎo wén
采薪之忧	cǎi xīn zhī yōu
锦心绣肠	jǐn xīn xiù cháng
锦绣心肠	jǐn xiù xīn cháng
喜怒无常	xǐ nù wú cháng
指山卖磨	zhǐ shān mài mò
忧国忘家	yōu guó wàng jiā
风掣雷行	fēng chè léi xíng
心头鹿撞	xīn tóu lù zhuàng
心头撞鹿	xīn tóu zhuàng lù
适当其时	shì dāng qí shí
文章盖世	wén zhāng gài shì
天震地骇	tiān zhèn dì hài
毛手毛脚	máo shǒu máo jiǎo
马不停蹄	mǎ bù tíng tí
阿其所好	ē qí suǒ hào
看景生情	kàn jǐng shēng qíng
栋梁之才	dòng liáng zhī cái
胸有成算	xiōng yǒu chéng suàn
输心服意	shū xīn fú yì
山包海容	shān bāo hǎi róng
避迹违心	bì jì wéi xīn
排山倒海	pái shān dǎo hǎi
惜墨如金	xī mò rú jīn
春花秋实	chūn huā qiū shí
负固不宾	fù gù bù bīn
心浮气躁	xīn fú qì zào
尤而效之	yóu ér xiào zhī
送眼流眉	sòng yǎn liú méi
炳如日星	bǐng rú rì xīng
反哺之私	fǎn bǔ zhī sī
神魂颠倒	shén hún diān dǎo
前古未闻	qián gǔ wèi wén
如见肺肝	rú jiàn fèi gān
同源共流	tóng yuán gòng liú
以誉进能	yǐ yù jìn néng
神经错乱	shén jīng cuò luàn
逼不得已	bī bù dé yǐ
古道热肠	gǔ dào rè cháng
热肠古道	rè cháng gǔ dào
外强中干	wài qiáng zhōng gān
指鹿作马	zhǐ lù zuò mǎ
拨万论千	bō wàn lùn qiān
顿足失色	dùn zú shī sè
云飞烟灭	yún fēi yān miè
再作道理	zài zuò dào lǐ
想望风采	xiǎng wàng fēng cǎi
硕大无朋	shuò dà wú péng
一片焦土	yī piàn jiāo tǔ
前目后凡	qián mù hòu fán
词穷理绝	cí qióng lǐ jué
和光同尘	hé guāng tóng chén
通古达变	tōng gǔ dá biàn
年富力强	nián fù lì qiáng
迫不及待	pò bù jí dài
一班半点	yī bān bàn diǎn
焕然一新	huàn rán yī xīn
两相情愿	liǎng xiāng qíng yuàn
软弱无力	ruǎn ruò wú lì
云窗月户	yún chuāng yuè hù
三吐三握	sān tǔ sān wò
兵不厌诈	bīng bù yàn zhà
路断人稀	lù duàn rén xī
径一周三	jìng yī zhōu sān
寡见少闻	guǎ jiàn shǎo wén
寡闻少见	guǎ wén shǎo jiàn
遁世长往	dùn shì cháng wǎng
安然无恙	ān rán wú yàng
鱼贯雁行	yú guàn yàn xíng
苦乐不均	kǔ lè bù jūn
金石丝竹	jīn shí sī zhú
尺短寸长	chǐ duǎn cù cháng
寸长尺短	cùn cháng chǐ duǎn
随踵而至	suí zhǒng ér zhì
超群出众	chāo qún chū zhòng
本小利微	běn xiǎo lì wēi
大法小廉	dà fǎ xiǎo lián
小廉大法	xiǎo lián dà fǎ
七高八低	qī gāo bā dī
知白守黑	zhī bái shǒu hēi
来者不拒	lái zhě bù jù
将本求利	jiāng běn qiú lì
聚米为山	jù mǐ wéi shān
计合谋从	jì hé móu cóng
人言藉藉	rén yán jí jí
利害得失	lì hài dé shī
我心如秤	wǒ xīn rú chèng
粗衣恶食	cū yī è shí
作恶多端	zuò è duō duān
造恶不悛	zào è bù quān
登高自卑	dēng gāo zì bēi
破烂不堪	pò làn bù kān
喜出望外	xǐ chū wàng wài
伤弓之鸟	shāng gōng zhī niǎo
不祧之祖	bù tiāo zhī zǔ
虚应故事	xū yìng gù shì
玉尺量才	yù chǐ liáng cái
存心养性	cún xīn yǎng xìng
三求四告	sān qiú sì gào
黄金世界	huáng jīn shì jiè
永无宁日	yǒng wú níng rì
草芥人命	cǎo jiè rén mìng
分身减口	fēn shēn jiǎn kǒu
自崖而反	zì yá ér fǎn
凄风寒雨	qī fēng hán yǔ
迥不犹人	jiǒng bù yóu rén
多情多感	duō qíng duō gǎn
鬼哭天愁	guǐ kū tiān chóu
门无杂宾	mén wú zá bīn
北鄙之声	bēi bǐ zhī shēng
马捉老鼠	mǎ zhuō lǎo shǔ
见精识精	jiàn jīng shí jīng
大璞不完	tài bú bù wán
遁形远世	dùn xíng yuǎn shì
除狼得虎	chú láng dé hǔ
负重致远	fù zhòng zhì yuǎn
惊神泣鬼	jīng shén qì guǐ
错落有致	cuò luò yǒu zhì
日暮途穷	rì mù tú qióng
途穷日暮	tú qióng rì mù
惊蛇入草	jīng shé rù cǎo
祸福由人	huò fú yóu rén
志美行厉	zhì měi xíng lì
打情卖笑	dǎ qíng mài xiào
穷极思变	qióng jí sī biàn
开山老祖	kāi shān lǎo zǔ
龙飞凤翥	lóng fēi fèng zhù
肩背难望	jiān bèi nán wàng
有眼无瞳	yǒu yǎn wú tóng
借景生情	jiè jǐng shēng qíng
悔过自新	huǐ guò zì xīn
半路修行	bàn lù xiū xíng
画中有诗	huà zhōng yǒu shī
诗中有画	shī zhōng yǒu huà
末大必折	mò dà bì zhé
论黄数白	lùn huáng shù bái
数白论黄	shǔ bái lùn huáng
儿女情长	ér nǚ qíng cháng
人约黄昏	rén yuē huáng hūn
刀头燕尾	dāo tóu yàn wěi
赏一劝百	shǎng yī quàn bǎi
报冰公事	bào bīng gōng shì
行同能偶	xíng tóng néng ǒu
说古谈今	shuō gǔ tán jīn
谈古说今	tán gǔ shuō jīn
前所未闻	qián suǒ wèi wén
东床之选	dōng chuáng zhī xuǎn
十字路口	shí zì lù kǒu
防不胜防	fáng bù shèng fáng
耳听八方	ěr tīng bā fāng
齐头并进	qí tóu bìng jìn
草长莺飞	cǎo zhǎng yīng fēi
莺飞草长	yīng fēi cǎo zhǎng
关门打狗	guān mén dǎ gǒu
一代鼎臣	yī dài dǐng chén
居功自傲	jū gōng zì ào
数短论长	shǔ duǎn lùn cháng
天造地设	tiān zào dì shè
大喜若狂	dā xǐ ruò kuáng
时至运来	shí zhì yùn lái
马上房子	mǎ shàng fáng zi
半青半黄	bàn qīng bàn huáng
一麾出守	yī huī chū shǒu
刻不容缓	kè bù róng huǎn
连枝分叶	lián zhī fēn yè
三朝元老	sān cháo yuán lǎo
公平交易	gōng píng jiāo yì
等闲视之	děng xián shì zhī
战不旋踵	zhàn bù xuán zhǒng
伯道无儿	bó dào wú ér
高飞远翔	gāo fēi yuǎn xiáng
浓眉大眼	nóng méi dà yǎn
浮名薄利	fú míng bó lì
料敌如神	liào dí rū shén
满纸空言	mǎn zhǐ kōng yán
里应外合	lǐ yìng wài hé
外合里应	wài hé lǐ yìng
毁于一旦	huǐ yú yī dàn
发言盈庭	fā yán yíng tíng
沸反盈天	fèi fǎn yíng tiān
违天悖人	wéi tiān bèi rén
直入公堂	zhí rù gōng táng
流连忘返	liú lián wàng fǎn
失魂落魄	shī hún luò pò
燎如观火	liǎo rú guān huǒ
作壁上观	zuò bì shàng guān
敝盖不弃	bǐ gài bù qì
释生取义	shì shēng qǔ yì
旷心怡神	kuàng xīn yí shén
神怡心旷	shén yí xīn kuàng
心旷神怡	xīn kuàng shén yí
心怡神旷	xīn yí shén kuàng
云罗天网	yún luó tiān wǎng
孤立无援	gū lì wú yuán
危若朝露	wēi ruò zhāo lù
文章经济	wén zhāng jīng jì
安生服业	ān shēng fú yè
门不夜扃	mén bù yè jiōng
白眉赤眼	bái méi chì yǎn
若明若昧	ruò míng ruò mèi
剖心析胆	pōu xīn xī dǎn
怡然自乐	yí rán zì lè
丧身失节	sàng shēn shī jié
雾暗云深	wù àn yún shēn
唇齿之邦	chún chǐ zhī bāng
得道多助	dé dào duō zhù
魂惊魄落	hún jīng pò luò
惊魂落魄	jīng hún luò pò
喜闻乐见	xǐ wén lè jiàn
惊世骇俗	jīng shì hài sú
头晕眼花	tóu yūn yǎn huā
现钟不打	xiàn zhōng bù dǎ
沸天震地	fèi tiān zhèn dì
威震天下	wēi zhèn tiān xià
分床同梦	fēn chuáng tóng mèng
正法眼藏	zhèng fǎ yǎn cáng
暴风骤雨	bào fēng zhòu yǔ
骤风暴雨	zhòu fēng bào yǔ
骤雨暴风	zhòu yǔ bào fēng
悄然无声	qiǎo rán wú shēng
生寄死归	shēng jì sǐ guī
百花争艳	bǎi huā zhēng yàn
扑天盖地	pū tiān gài dì
万夫莫当	wàn fū mò dāng
变幻无穷	biàn huàn wú qióng
倍日并行	bèi rì bìng xíng
主情造意	zhǔ qíng zào yì
急不择途	jí bù zé tú
三病四痛	sān bìng sì tòng
短见薄识	duǎn jiàn bó shí
人神共嫉	rén shén gòng jí
流芳后世	liú fāng hòu shì
歪心邪意	wāi xīn xié yì
龙章秀骨	lóng zhāng xiù gǔ
心非巷议	xīn fēi xiàng yì
狗傍人势	gǒu bàng rén shì
七七八八	qī qī bā bā
分工合作	fēn gōng hé zuò
横蛮无理	hèng mán wú lǐ
蛮横无理	mán hèng wú lǐ
畏敌如虎	wèi dí rú hǔ
恩若再生	ēn ruò zài shēng
谏争如流	jiàn zhēng rú liú
学贯中西	xué guàn zhōng xī
日不暇给	rì bù xiá jǐ
推三推四	tuī sān tuī sì
功败垂成	gōng bài chuí chéng
以卵投石	yǐ luǎn tóu shí
以石投卵	yǐ shí tóu luǎn
泪流满面	lèi liú mǎn miàn
相沿成俗	xiāng yán chéng sú
目断鳞鸿	mù duàn lín hóng
贵贱无常	guì jiàn wú cháng
瑜百瑕一	yú bǎi xiá yī
覆水难收	fù shuǐ nán shōu
鼠入牛角	shǔ rù niú jiǎo
多情善感	duō qíng shàn gǎn
感情用事	gǎn qíng yòng shì
门可张罗	mén kě zhāng luó
有凤来仪	yǒu fèng lái yí
千篇一律	qiān piān yī lǜ
以夜继朝	yǐ yè jì zhāo
铸成大错	zhù chéng dà cuò
口血未干	kǒu xuè wèi gān
食古如鲠	shí gǔ rú gěng
大请大受	dà qǐng dà shòu
养生送死	yǎng shēng sòng sǐ
胸有成略	xiōng yǒu chéng lüè
犯而不校	fàn ér bù jiào
大开眼界	dà kāi yǎn jiè
罚不责众	fá bù zé zhòng
束手束足	shù shǒu shù zú
发上冲冠	fā shàng chōng guàn
万寿无疆	wàn shòu wú jiāng
风驰草靡	fēng chí cǎo mǐ
圆首方足	yuán shǒu fāng zú
冷言热语	lěng yán rè yǔ
餐风沐雨	cān fēng mù yǔ
雨沐风餐	yǔ mù fēng cān
朱唇玉面	zhū chún yù miàn
言十妄九	yán shí wàng jiǔ
矢忠不二	shǐ zhōng bù èr
不落边际	bù luò biān jì
贵人贱己	guì rén jiàn jǐ
积劳成疾	jī láo chéng jí
纪群之交	jì qún zhī jiāo
市井之臣	shì jǐng zhī chén
食不遑味	shí bù huáng wèi
以计代战	yǐ jì dài zhàn
蛮来生作	mán lái shēng zuò
见异思迁	jiàn yì sī qiān
东量西折	dōng liàng xī shé
能言善辩	néng yán shàn biàn
以战去战	yǐ zhàn qù zhàn
表里相应	biǎo lǐ xiāng yìng
燕额虎头	yàn é hǔ tóu
公平合理	gōng píng hé lǐ
龙章凤彩	lóng zhāng fèng cǎi
龙章凤姿	lóng zhāng fèng zī
泰山盘石	tai shān pán shí
计穷力竭	jì qióng lì jié
鼓脑争头	gǔ nǎo zhēng tóu
地广人希	dì guǎng rén xī
枉费心力	wǎng fèi xīn lì
画地成牢	huà dì chéng láo
旦暮入地	dàn mù rù dì
暮去朝来	mù qù cháo lái
吾自有处	wu zi you chu
智穷才尽	zhì qióng cái jìn
人事代谢	rén shì dài xiè
指名道姓	zhǐ míng dào xìng
可歌可泣	kě gē kě qì
可泣可歌	kě qì kě gē
惊见骇闻	jīng jiàn hài wén
逆耳良言	nì ěr liáng yán
雀目鼠步	què mù shǔ bù
坐卧不宁	zuò wò bù níng
孤云野鹤	gū yún yě hè
野鹤孤云	yě hè gū yún
择善而从	zé shàn ér cóng
知过必改	zhī guò bì gǎi
计穷虑尽	jì qióng lǜ jìn
宠辱不惊	chǒng rǔ bù jīng
际遇风云	jì yù fēng yún
金鼓齐鸣	jīn gǔ qí míng
不护细行	bù hù xì xíng
藏头露尾	cáng tóu lù wěi
露尾藏头	lù wěi cáng tóu
文武差事	wén wǔ chà shì
莫名其妙	mò míng qí miào
以公灭私	yǐ gōng miè sī
桑土之防	sāng tǔ zhī fáng
任重至远	rèn zhòng zhì yuǎn
洞心骇耳	dòng xīn hài ěr
弄影团风	nòng yǐng tuán fēng
人多阙少	rén duō què shǎo
千愁万恨	qiān chóu wàn hèn
万恨千愁	wàn hèn qiān chóu
山木自寇	shān mù zì kòu
众寡悬绝	zhòng guǎ xuán jué
海沸山摇	hǎi fèi shān yáo
多嘴多舌	duō zuǐ duō shè
同敝相济	tóng bì xiāng jì
百川朝海	bǎi chuān cháo hǎi
观过知仁	guān guò zhī rén
桂林一枝	guì lín yī zhī
转祸为福	zhuǎn huò wéi fú
功名富贵	gōng míng fù guì
教无常师	jiào wú cháng shī
斯事体大	ī shì tǐ dà
遗老遗少	yí lǎo yí shào
风华正茂	fēng huá zhèng mào
宾客如云	bīn kè rú yún
连车平斗	lián chē píng dǒu
积日累久	jī rì lěi jiǔ
骂天扯地	mà tiān chě dì
无其奈何	wú qí nài hé
风口浪尖	fēng kǒu làng jiān
正冠李下	zhèng guàn lǐ xià
良莠不分	liáng yǒu bù fēn
疾声厉色	jí shēng lì sè
谈若悬河	tán ruò xuán hé
望表知里	wàng biǎo zhī lǐ
贯鱼之序	guàn yú zhī xù
枕戈以待	zhěn gē yǐ dài
盘龙卧虎	pán lóng wò hǔ
负德背义	fù dé bèi yì
椎心顿足	chuí xīn dùn zú
大工告成	dà gōng gào chéng
应接不暇	yìng jiē bù xiá
令人齿冷	lìng rén chǐ lěng
风风韵韵	fēng fēng yùn yùn
居安思危	jū ān sī wēi
通文调武	tōng wén diào wǔ
载一抱素	zài yī bào sù
身心交瘁	shēn xīn jiāo cuì
高车驷马	gāo chē sì mǎ
驷马高车	sì mǎ gāo chē
强奸民意	qiáng jiān mín yì
称奇道绝	chēng qí dào jué
求同存异	qiú tóng cún yì
山鸣谷应	shān míng gǔ yìng
呼天叩地	hū tiān kòu dì
进退中度	jìn tuì zhòng dù
闲言淡语	xián yán dàn yǔ
政出多门	zhèng chū duō mén
出凡入胜	chū fán rù shèng
脱口成章	tuō kǒu chéng zhāng
率以为常	shuài yǐ wéi cháng
计日程功	jì rì chéng gōng
大权旁落	dà quán páng luò
龙举云属	lóng jǔ yún shǔ
朝夕相处	zhāo xī xiāng chǔ
朽骨重肉	xiǔ gǔ zhòng ròu
日莫途远	rì mò tú yuǎn
学非所用	xué fēi suǒ yòng
用非所学	yòng fēi suǒ xué
通今达古	tōng jīn dá gǔ
精明强干	jīng míng qiáng gàn
开源节流	kāi yuán jié liú
耳软心活	ěr ruǎn xīn huó
以私害公	yǐ sī hài gōng
虎入羊群	hǔ rù yáng qún
羊入虎群	yáng rù hǔ qún
貌是情非	mào shì qíng fēi
时来运转	shí lái yùn zhuǎn
运转时来	yùn zhuǎn shí lái
横戈盘马	héng gē pán mǎ
车马填门	chē mǎ tián mén
发家致富	fā jiā zhì fù
朝闻夕死	zhāo wén xī sǐ
雄心壮志	xióng xīn zhuàng zhì
千了百了	qiān le bǎi le
未成一篑	wèi chéng yī kuì
死有余诛	sǐ yǒu yú zhū
计日指期	jì rì zhǐ qī
覆车之鉴	fù chē zhī jiàn
智圆行方	zhì yuán xíng fāng
苦口逆耳	kǔ kǒu nì ěr
顺时随俗	shùn shí suí sú
忧形于色	yōu xíng yú sè
拔十失五	bá shí shī wǔ
首当其冲	shǒu dāng qí chōng
锦心绣腹	jǐn xīn xiù fù
百川归海	bǎi chuān guī hǎi
超今绝古	chāo jīn jué gǔ
积德累功	jī dé lěi gōng
鼠心狼肺	shǔ xīn láng fèi
狂瞽之言	kuáng gǔ zhī yán
超然远引	chāo rán yuǎn yǐn
千里犹面	qiān lǐ yóu miàn
将计就计	jiāng jì jiù jì
云开雾散	yún kāi wù sàn
朝章国故	cháo zhāng guó gù
弄法舞文	nòng fǎ wǔ wén
舞文弄法	wǔ wén nòng fǎ
堂皇正大	táng huáng zhèng dà
正大堂皇	zhèng dà táng huáng
刁天决地	diāo tiān jué dì
身名俱败	shēn míng jù bài
奉扬仁风	fèng yáng rén fēng
政通人和	zhèng tōng rén hé
载笑载言	zài xiào zài yán
轻重失宜	qīng zhòng shī yí
百万雄师	bǎi wàn xióng shī
一褱而论	yī huái ér lùn
超前绝后	chāo qián jué hòu
遗世越俗	yí shì yuè sú
龙盘凤逸	lóng pán fèng yì
